"FirstName","LastName","Subject1","Subject2","Subject3","Subject4","Subject5","AverageMarks"
"ImlJl6VXAq","G1Jvj","49","98","11","95","72","65"
"PHSz6kfdjZ","9JshD","62","88","68","9","59","57"
"9cM4AJj84N","55cNK","67","81","97","15","12","54"
"NiXv1duiEq","lUPS0","51","80","88","53","9","56"
"r1q9ZGBMtl","FcxNe","25","16","62","62","34","39"
"CSSKet92Da","GoNZB","41","67","82","60","36","57"
"NYy0sRUjLM","NGz4I","100","44","15","63","60","56"
"hiIs8s0cCm","yZgIz","56","9","23","78","95","52"
"mUohtKvA5f","oy6Hk","36","27","60","20","34","35"
"PHZTXaYgGu","proDv","29","13","54","58","0","30"
"j6Pccs7zdR","ddghZ","3","15","40","0","26","16"
"pfsD7qHHHd","Njgs4","77","35","34","72","29","49"
"pyD2YxvE5D","IoZYJ","52","51","97","91","57","69"
"4JpieEbN0S","fjv7g","67","18","54","11","44","38"
"vzdj1vXWxF","sQVTp","19","14","74","32","27","33"
"P9j007IQC6","rcQyP","97","52","81","71","33","66"
"OWM9mGBQNY","4b6pJ","71","74","18","74","9","49"
"phKBWiKOuz","kga0J","22","67","73","76","47","57"
"7KrcG3RULg","Z7OFJ","47","11","72","89","43","52"
"aLD3MyCRgP","Y1Shz","87","8","0","13","71","35"
"DnignqmJaW","RLYE7","83","36","28","42","37","45"
"ggyv841lK3","HWFeB","53","49","36","69","64","54"
"8TBm6C8eEP","ZCJFI","95","91","29","29","75","63"
"SVBqzhIaQ1","EQDHB","32","34","5","91","62","44"
"j606ABTQHq","nV0YO","70","37","12","1","79","39"
"CFKi0CXxNn","MKOvA","63","67","31","17","20","39"
"0BZoiCSdsS","nXnMi","91","57","22","42","68","56"
"sH8CHKzvUu","O3flx","85","82","90","57","31","69"
"dfIXHepxNx","DGq5X","87","14","65","90","26","56"
"6Qs6zuD54Z","Sqkkd","7","67","71","97","69","62"
"lYXbHM6HCl","dTs96","96","53","68","94","60","74"
"4EmFT0hoP4","QIPX1","78","20","17","68","26","41"
"5TWdLbyKbh","SEe2y","71","45","49","52","17","46"
"xtKYV3ZrS8","sG4Ea","85","62","67","20","48","56"
"DZ9nMyEol2","SH6fI","75","5","47","88","90","61"
"pX96fleyZi","LNdT0","64","41","41","68","82","59"
"yeshDfkyOq","Z8KS8","38","21","38","37","26","32"
"5uLRDrV90H","tPh05","83","89","48","4","99","64"
"ck4m6rY8nS","oBgRG","77","90","40","75","30","62"
"ZLyQlkjQmQ","xaCB3","25","30","88","10","53","41"
"uQfppcKCzW","DvpAq","4","43","3","85","5","28"
"XoOihcCP0z","utRGZ","7","45","82","92","86","62"
"AqRDFBWbDG","Qzlv3","67","18","18","67","94","52"
"Qd4ZeAH13K","UuPSd","91","39","72","34","89","65"
"D9Y44u0eDt","96YPO","96","87","89","31","8","62"
"VMP8j0cuov","IvxWe","66","68","45","49","83","62"
"TejHz1uIAF","E9M7I","67","51","62","6","48","46"
"jWZ5q4h5Yf","9LhWS","39","24","90","55","84","58"
"CV496NtzMM","htUSF","87","98","15","97","68","73"
"27MD37CoCD","5I0pU","37","90","96","17","53","58"
"sWtg4f9h8u","1ENUf","59","30","26","32","11","31"
"DXt4QkrnyD","dTJD7","6","92","33","33","59","44"
"G2kGl7le2J","IdpiM","15","49","87","5","62","43"
"rNoVWOSd15","5U9JU","88","37","96","50","95","73"
"Vq171vCkU3","xggqx","83","29","35","6","53","41"
"geEuNQAkFs","FRF9k","72","4","78","42","31","45"
"MbWrO1JbvE","e4tYt","41","31","20","77","30","39"
"kuXP5xyLsE","DS70k","87","9","30","89","95","62"
"7Sp7zoZTUD","mJFaZ","0","40","21","46","82","37"
"gExIPtTYy2","c1AX1","59","96","3","19","8","37"
"ZWh4I7FXq1","0GuIT","76","5","74","49","74","55"
"LAlQUcu43q","FsqSJ","57","92","85","36","29","59"
"DS2We9f9U4","5P1Xt","66","58","96","99","35","70"
"krWgGj30V6","2LKnY","6","48","84","18","67","44"
"IIX4uMFapA","9uajQ","48","86","5","84","10","46"
"056E73Y2kq","UDX8z","29","53","14","65","79","48"
"bRK1mbjn0h","0ob7U","46","22","68","28","50","42"
"Ikk71c2L1K","FtUeG","59","74","0","38","62","46"
"Z1Ce6eWm6P","HtKeV","47","87","25","96","18","54"
"uBPFPJXiMi","jO76o","28","83","70","17","0","39"
"FUEa0uhvVs","VeWol","53","42","86","58","46","57"
"7OnepPQBYI","rXA82","25","64","43","62","23","43"
"EL955JhbGM","GSACh","8","0","84","57","26","35"
"mJzdVSJPJS","D0Ktx","68","7","19","53","1","29"
"S0dlQ9kgAW","DroB3","34","75","34","7","80","46"
"jlNU0Enj4I","QN8Wq","57","40","17","65","73","50"
"BKBJ8aEU1k","EN7Tu","65","45","44","41","93","57"
"zzxPGVVFtT","xg8Vj","81","44","23","77","75","60"
"1AEfRFPUiI","FPo2T","62","8","51","90","22","46"
"ELyvm7kRgm","hBvOT","100","71","47","34","34","57"
"RagArJg5KN","pQbX5","45","26","0","36","35","28"
"BANRDzAoZD","b0YhK","40","41","9","16","35","28"
"YqxS3AXpht","Xt5FD","89","78","100","10","99","75"
"jjBX8S46FV","GZPnM","54","96","88","66","67","74"
"PrPDm2ERGS","2ECJl","43","85","77","89","54","69"
"VBistcIMDC","9vilO","36","44","100","91","18","57"
"8cIZINIoRv","CFr3I","3","88","62","22","49","44"
"Ga3xUky2eI","FlsBz","13","6","19","58","86","36"
"iZxCVkZdo3","bkadD","23","56","64","25","93","52"
"MfXZtc14Bb","Gtllj","34","63","30","9","86","44"
"bWIJPbpsPS","CL51S","46","85","89","75","64","71"
"drvuJ1kTrr","pzbF1","23","46","70","92","13","48"
"BahAL4qSco","GU0jV","7","5","52","9","1","14"
"NpXrT85Cmi","zBvYe","91","56","32","78","79","67"
"kjZL4SkbDu","Gt37e","27","13","64","33","32","33"
"tG88SqBEf7","bkFzC","0","57","10","13","5","17"
"CrYtODSa2z","sEcG3","94","87","93","66","39","75"
"3e2yGJtWL5","9c29y","45","11","8","30","88","36"
"A0ZPTWbBLN","4jKLf","8","40","34","82","60","44"
"JYQqrF9ASO","rCWSh","76","47","68","89","23","60"
"QECartxDSr","GmWA2","53","71","51","41","72","57"
"W0kQpTDk7B","640hI","79","60","56","63","79","67"
"oEYQeFynNZ","vYRc8","83","52","48","98","10","58"
"Hm9a2yybX7","OsvZj","12","12","30","71","68","38"
"m8Kfjk0x9T","aIJT8","64","100","100","41","14","63"
"fHSnxsxL8q","992hv","44","67","93","5","17","45"
"pYEghe7qGQ","2kEd1","18","21","59","16","10","24"
"MZdUcvb5At","mcfEM","32","70","61","37","68","53"
"RzEzJMdZC8","dfgMX","25","8","95","99","66","58"
"lnGuzY8kCv","Iv27J","59","70","41","79","55","60"
"zyz9T11bSk","ZeXBQ","6","54","46","58","79","48"
"Axu55WqlE5","3TPZW","16","49","96","38","28","45"
"thOqF2Qc9k","AHnPq","98","75","95","11","91","74"
"vgH6S6F90E","rb05X","79","88","0","0","27","38"
"bCji3fOitG","WLGfO","64","97","88","54","22","65"
"OmCaUlUI1K","g36Nd","30","96","69","15","26","47"
"Scdnj6ub3C","LQAHE","33","32","62","22","93","48"
"8E92pdrAXm","IdEyl","25","79","76","80","100","72"
"EAvdYlHaic","Ou3hr","43","32","57","26","49","41"
"pXNWzWzl8d","vQ4jj","6","32","4","37","81","32"
"XzSYpTrEns","DKEeF","31","19","10","63","33","31"
"mnP3LEZ1tt","1K9yx","99","71","7","48","20","49"
"QJteeAgFZD","L9eCB","3","25","79","73","56","47"
"k4BFT74ulJ","moIiC","57","34","43","91","55","56"
"U6cLRYflCA","irYde","78","85","31","39","47","56"
"ynHSoXj4bV","77MOp","43","37","49","91","42","52"
"mlVfDpAPZg","sbQvF","79","66","94","5","28","54"
"cbbBjf1xGH","tEcyQ","49","54","38","6","42","37"
"RXBydgGCpR","k5Okm","19","31","61","86","94","58"
"XDAEgUtc9h","p4txb","0","44","49","8","31","26"
"me9OX9LMKt","2PHJW","16","64","90","89","16","55"
"OFRhaol3sL","QboCb","2","69","79","29","83","52"
"QaQKDdJjQ9","4vd3S","13","13","42","57","11","27"
"s75JlyGKRI","S3BH7","11","50","77","77","52","53"
"9BdFAiMtqa","n5Bye","8","28","51","37","22","29"
"zb6b5szhd7","ZTqiq","53","80","88","25","60","61"
"tSSZuZQ1vZ","yh8BM","12","80","14","87","11","40"
"usxNLYdsOq","bsh7M","7","73","56","48","44","45"
"yiRLWfYLbu","cbeur","87","12","57","11","68","47"
"B0Y5k3gxuV","NmA1F","40","22","47","38","32","35"
"OYcVzaeDd0","k9XLF","30","65","96","85","71","69"
"VffbK5cs3H","zba0N","50","4","42","36","64","39"
"UA8HJEFiPB","mS6Pv","24","38","8","74","69","42"
"Yg1QfVv3Ve","U7qZY","58","38","100","70","45","62"
"UDH6Lut6vv","YRiXU","42","18","1","8","59","25"
"6aTKca4Czd","FSMh7","63","1","7","53","31","31"
"YUVz92qIVF","3kJGn","95","79","6","38","84","60"
"nkoZp8lQkS","KG4qJ","31","53","67","26","69","49"
"Ic5gu55NUF","tHjYV","62","4","58","67","71","52"
"3YVFdmTkub","gH9oX","8","16","68","23","30","29"
"eCblQfxFAM","dQHbe","32","37","49","82","89","57"
"99GB2GcPVR","qrLxT","55","20","58","82","31","49"
"B1TzOzsMMK","j1674","52","16","42","93","97","60"
"I2i4T3uWaJ","ZK9R0","57","11","17","56","20","32"
"ksVzL53blj","G058J","54","67","91","56","7","55"
"DsJX70y8yR","3pzlL","56","70","88","98","67","75"
"7xYeHTON18","qJJWN","19","69","15","57","87","49"
"cMlto5dg4T","KO3mz","2","6","9","91","100","41"
"PZ9BLHcM05","ISIvC","89","96","10","57","71","64"
"NlpEMNoFe4","QFsxZ","26","15","81","76","59","51"
"tkqcvZkitl","QJmjm","36","15","98","52","64","53"
"mNGYhRIVv9","m4LCL","74","12","37","99","80","60"
"YTmcih9VrS","kzIHi","58","93","47","86","46","66"
"rkfhjOWDv8","QGr3O","69","79","0","60","7","43"
"kDl9x3yVXK","edYfQ","49","30","26","6","24","27"
"dQqjTndLom","MWpAF","82","0","72","62","14","46"
"522KBscokW","MI2vI","69","37","51","80","75","62"
"sTTLxVaB9E","mt2CC","18","65","47","65","81","55"
"6sKxxJOc9k","6370F","14","19","52","80","88","50"
"GluMc2Y6uj","yOxIM","70","53","89","8","36","51"
"ELLB6YsPYP","TteXe","58","27","85","34","94","59"
"GHG9J8CqLr","1FQ9Q","78","51","84","66","99","75"
"KrhSyQRJ5e","UVrRg","17","100","25","83","40","53"
"bY3QBt2YUC","P8vn4","5","53","57","23","45","36"
"5tabk6R4T2","Np4LV","51","95","54","84","61","69"
"O3S2W1WICK","r3x0Y","27","41","44","8","97","43"
"4hrnAbIptg","QE6aH","24","0","15","78","20","27"
"EEaGd7fi2l","GkMmy","66","57","21","12","13","33"
"uOMmZkB4G8","gSzzH","67","59","90","86","65","73"
"5b7zVSQYzT","EpPca","49","15","56","78","22","44"
"oJczEIzkD8","x8QiZ","16","43","29","10","98","39"
"fCEzbJG1RX","USaAs","64","100","33","48","35","56"
"I0thCNXjxI","raM4T","38","85","46","57","44","54"
"VDpRirHA0U","8KXmJ","22","57","48","92","13","46"
"Pnf2FOXCgM","jCiAu","48","32","50","10","0","28"
"AXQQkN43qO","bn5LN","77","88","93","64","96","83"
"rGOEfYFIYH","ip3FN","84","84","65","12","73","63"
"6zqiupulUV","tE2Lh","40","76","75","55","5","50"
"RRTOE20UPj","CuMff","100","31","84","37","34","57"
"HaZ3UNVtVa","JVOvG","8","26","27","36","84","36"
"Z9avS6phpA","s823x","90","12","45","63","78","57"
"bdi2SfCM89","QbYXS","88","96","21","27","25","51"
"CV9jPTUUMd","Ju5uZ","50","50","26","84","41","50"
"ndfAOizgSP","a6zdS","58","31","79","5","20","38"
"DRBpLT8eM4","Kp3uQ","46","23","87","6","12","34"
"scHmy2L6yN","NWmCJ","51","57","38","66","12","44"
"jQQ502tulU","Kj3gm","39","11","28","28","62","33"
"oAkiD7EiNU","7CQjf","17","75","43","92","42","53"
"PpyZyWjDYu","WRlTm","91","0","34","88","56","53"
"0TylxDQQxx","etMVR","87","67","38","77","24","58"
"BNMcUCYNgI","YFbuR","55","36","100","49","36","55"
"1PWVo0U7fF","Qmkyq","79","14","0","47","88","45"
"bTh2ot2EzG","ycFsK","9","63","93","44","83","58"
"lPVrrCYfmZ","t35ao","8","72","33","32","71","43"
"RAMhLYW0Wi","nSNMK","8","1","88","81","95","54"
"oaGj6GdK7g","Cffpd","77","63","8","7","46","40"
"Uya2HQbt5H","CDFr8","42","39","55","18","45","39"
"a4scCOtjSI","uKfUS","57","85","36","9","33","44"
"r66rMqo9Hj","CMiEN","38","25","15","36","2","23"
"kvNoKeRhit","gmbLm","24","37","85","75","5","45"
"jTE4R4hBIW","sKIdI","48","16","89","69","31","50"
"HA9TJsSv17","mH2g0","68","16","94","88","12","55"
"7ssBUAYtjB","Za7j7","94","14","87","69","93","71"
"NDo7sWfJJG","lSop7","98","39","45","98","65","69"
"Nb8cNuuRxa","Fityx","74","65","37","34","38","49"
"8EDzU1XaL0","LWjUz","30","79","91","70","62","66"
"2JqIBynPOx","5DFSI","52","43","39","3","41","35"
"VzB0YpHmNj","rrB0Z","14","35","43","86","50","45"
"BeyiqokS6S","OuYaf","81","21","85","2","16","41"
"KdGHjAXJPY","Mic6N","45","85","86","67","48","66"
"98HCKLVDk6","nPT54","21","0","91","5","40","31"
"Op0O46Fp04","ea91m","50","53","57","29","81","54"
"lIKkOspgLq","ycfAn","81","65","36","34","34","50"
"Smoh7QymLu","KOJoO","70","20","14","89","95","57"
"ihrEyNi4oZ","hc2zz","66","62","6","18","16","33"
"xf7zDlctak","zbTHo","58","73","81","42","57","62"
"nBF3hA471R","sxI9j","23","45","55","85","6","42"
"PEyP3XbGSP","mftty","70","16","26","22","60","38"
"pvGJKApBlj","nfPEQ","22","26","75","39","40","40"
"figYtxLXEf","jHcoH","23","54","58","5","87","45"
"slk8rdSrRg","bs0jT","95","2","16","85","47","49"
"DtspmF8Kyx","OcNDP","44","84","89","1","95","62"
"AjIvDJsESv","8YTt6","41","87","2","65","77","54"
"qvf8RT8kkl","oKNRd","23","45","27","55","35","37"
"I4vMTe0L7J","fRqlM","68","36","24","26","91","49"
"tDkSkkT4mZ","cdIgN","69","61","20","61","26","47"
"d5uKsl3WXS","C5JYg","12","63","12","70","42","39"
"5ayoLuSzxt","olHH3","15","22","8","51","17","22"
"OsmJOkJzH4","oqbYi","68","73","39","93","30","60"
"fAO05th7xo","3zGfz","13","19","4","0","37","14"
"2FgQLQJNWc","JqNS4","25","63","68","67","87","62"
"eWpRNLNeGz","gq2Wr","38","25","95","95","8","52"
"hJELDPxcSZ","q8Qz9","83","80","74","2","27","53"
"GT9P82XHhI","4TX7i","69","76","18","10","63","47"
"epWHQajYO0","CU8H6","1","12","94","87","91","57"
"j5kRZbYPWq","X4ZPA","40","13","90","34","1","35"
"9eQD84mqs6","ztPrB","91","78","91","0","37","59"
"yLL162yJue","SIJaj","53","69","46","17","74","51"
"l5GthdLKJ1","pUaRB","71","11","26","48","88","48"
"QWnZ9EQGuB","TypAH","13","20","55","16","78","36"
"Ih6jRjGl6l","so6yt","39","96","79","58","8","56"
"ugXccec3e6","6K0sO","28","42","10","1","97","35"
"n0xZHAPgO6","d54Bs","23","56","63","42","96","56"
"4D5j4TJeYd","iLQsV","67","32","95","16","33","48"
"ErRWT6ralg","yVQ3I","29","29","27","15","98","39"
"ZZrAWZWHEh","xT9Dx","93","90","87","16","6","58"
"Hh3Lplei2t","pDb4O","88","88","36","10","84","61"
"L954fytTnJ","GqZQv","94","61","52","25","10","48"
"78eWY5YgRC","8kkLC","64","47","70","45","54","56"
"NgXkuc7WBC","ujdH1","89","7","37","90","61","56"
"WgTNquIlvx","a07lI","0","18","88","37","36","35"
"2sjmHrF2fT","TzHqK","83","38","50","16","83","54"
"vDqK1uR2uW","QiLaK","92","82","47","52","25","59"
"ELrnqsQ1Qh","f0UAW","84","10","18","26","4","28"
"ZXz4f9rNPD","r1UvH","4","66","72","35","58","47"
"uaWA2nKQco","kRsDa","27","12","32","56","57","36"
"RvBWUYy9ty","MsojB","17","87","15","86","28","46"
"oNvXY8GzRr","JuqIO","62","55","25","90","15","49"
"PN8C3qpPLN","XuKAi","23","74","51","43","81","54"
"47UMI4KcPX","1hg7C","75","63","59","8","16","44"
"ZnJNDZ4tic","1SvqD","15","77","90","6","45","46"
"nVAqDTYE7a","i7SgV","95","19","97","89","30","66"
"jh3uNjb94f","MePHk","73","46","26","16","3","32"
"pxcDAP7n1X","uA3jt","71","12","98","78","89","69"
"y0cfOIxvWl","RWPbn","96","19","31","52","83","56"
"id14tYEHfv","LgpzI","26","100","56","39","95","63"
"cZQbsUzADP","UvQ2d","57","59","62","38","37","50"
"07GtAcZOpn","I3rkV","47","66","70","42","53","55"
"rWgqDsAsKa","njzXR","85","27","58","58","54","56"
"gR90K0FQp3","tje37","26","62","22","35","4","29"
"Gv1WpRJmHj","oXs1b","84","91","39","11","88","62"
"EMIXIprGvF","P9hF3","6","36","93","30","65","46"
"mg3rXzJIs1","Kf7zP","55","92","17","83","26","54"
"kvf3ZAQeEq","GvctF","66","2","48","89","75","56"
"mJWzT8bkuC","z0xam","79","26","3","81","29","43"
"QdfEbNxyNA","Qnglh","51","6","73","87","36","50"
"K6FNXNG5cJ","SMjYE","68","18","64","88","94","66"
"gQiREarMxm","RB9Ag","57","75","35","89","86","68"
"UYJcpXc3WO","BvipM","14","83","50","26","36","41"
"p4RhSUZTs0","f3lZD","98","76","5","80","17","55"
"B0N3Xcsxmi","MteDQ","67","8","15","15","13","23"
"RTRS78ZREN","ue24Y","18","16","72","17","71","38"
"Nv8tE2apA4","kagSl","33","10","94","97","92","65"
"7457QOPyqT","vio91","51","42","16","1","41","30"
"YgncMIxpqq","h3ICd","84","35","1","30","62","42"
"eGCDjQSpsj","GgF3j","5","44","47","91","78","53"
"X6EDT1dsPz","y33cB","98","10","80","11","50","49"
"rILLkSL6B5","tYuBO","57","63","5","2","71","39"
"l9L7cOJi3y","vvitP","94","73","97","49","64","75"
"Vt5OKSq6YQ","eSiNA","61","53","90","65","61","66"
"vGk29kYJq4","dR4rx","18","29","80","98","95","64"
"tWM4DR9myc","IOBYZ","10","58","51","29","2","30"
"kQTR4ajuHB","D74Yn","88","16","45","44","38","46"
"Xy2EQquFPB","AmPSM","30","82","85","51","65","62"
"i16KT0zyZC","pg0gb","20","74","30","99","33","51"
"OeGLzvbvDu","LqLmV","50","95","97","91","79","82"
"Eq9ZtrCWyb","lPGjs","90","52","69","28","9","49"
"xkTb5Stx6e","f2OHt","9","80","15","4","27","27"
"DWzqb4A5YR","5baTh","89","1","53","22","96","52"
"BQIRPiiqdN","cFG8A","1","9","4","21","58","18"
"eJ2LtOSOgN","QOksl","91","29","70","11","44","49"
"Mc1NliaEEk","2v6sl","42","38","73","24","72","49"
"H2gfMWplFz","y0KlB","43","23","16","53","63","39"
"NsNVTOWOAg","SCVLh","15","7","99","86","89","59"
"GXzm0MQyQ6","fc8Ty","31","67","12","53","54","43"
"bI3xPjKh54","Okmnv","54","32","5","23","28","28"
"gcScmfDIAD","SBLps","97","96","89","6","9","59"
"hRQcMjApOs","Ecs14","43","5","67","74","37","45"
"MiBUjKmJcs","GUflQ","97","76","2","63","18","51"
"5hTMp1Eoie","3S5pK","47","24","28","10","41","30"
"6FfkRMzGWn","Vu5MX","45","14","18","51","70","39"
"i46poQ2Vl5","rnMXu","16","54","56","36","32","38"
"jlIDyPN3Zx","OUnag","65","7","42","17","72","40"
"IzRPCTLLJi","Vxyej","13","66","70","42","98","57"
"yCKxSOZ0um","jS38c","41","0","14","69","11","27"
"QELzRv49GX","YHhn6","61","100","18","8","54","48"
"ipaHTsmqdT","Tiayn","65","20","91","19","23","43"
"p0uzJ0jHS4","8pjLP","18","75","88","85","49","63"
"WHv5du41nk","Xxehn","96","94","58","85","52","77"
"edDo7pcSuS","rJubc","13","23","67","81","39","44"
"WPmlRbv9Y2","x3RjD","88","74","89","68","24","68"
"miGaNl2EVd","n0FSz","9","14","11","51","59","28"
"3MDRvOkxuV","IHFaU","61","24","0","33","59","35"
"Ji2NNB2I6z","5JoVx","76","22","68","58","38","52"
"qQhB5d2ZYf","FtPKT","5","39","100","74","78","59"
"xY53Lcgcum","uxtFX","84","27","60","44","32","49"
"xIBgSmZEJf","o2i7a","51","8","6","96","10","34"
"hrSSlPv0jv","Sfrt0","65","72","44","54","78","62"
"oMD9nmczcO","qfCR9","48","41","8","90","100","57"
"3MaAkB77jh","9h7Vr","82","93","87","74","78","82"
"inDLRSalNp","5g3OA","35","12","76","70","37","46"
"mrN2biMAt0","GUYZs","12","23","24","91","87","47"
"6KL69tKCt7","fktGs","87","4","38","82","9","44"
"Ums729CLfk","qFOaA","47","27","99","87","51","62"
"QH2havz1WV","DYSv6","73","40","11","21","13","31"
"U0vGo69o9Q","S47Az","48","89","93","21","18","53"
"kqpIbqNr2c","LnF7Q","72","48","22","16","84","48"
"XBn25G1o8e","R2UVo","9","9","98","59","29","40"
"FUF3SR1vaP","xdr6c","19","96","69","58","41","56"
"jtuSgItiLv","nQ7Gx","37","54","91","57","41","56"
"2DgTMEIlU5","V3fJz","80","78","2","91","35","57"
"mglLnhZ532","9rKp6","29","57","5","11","69","34"
"qUrrlMsrtW","5e1f8","76","63","48","85","79","70"
"D8oJrcDxXU","YPi16","8","85","18","32","24","33"
"IPa28VQ9By","4NtZn","16","17","73","69","54","45"
"kvmTfhXojm","HamC5","71","13","1","89","93","53"
"pJJaAPQQpM","NQOuF","5","63","73","85","65","58"
"Fe7HWCvh4l","djd7o","22","61","85","55","89","62"
"mqggl68PpJ","6sQHb","22","48","52","82","70","54"
"5n2vtumCXU","CWOQ1","35","97","52","47","63","58"
"C62sqKnZQx","33svg","98","29","2","88","87","60"
"rSEzHK5d4s","z5DCZ","39","0","60","7","63","33"
"x6P7lSH8Xa","yCFKv","45","90","8","11","91","49"
"vjTm0qaOV7","sdfnC","22","59","48","21","77","45"
"6iqK3fNSWI","ard0D","2","57","39","55","35","37"
"yGmo3kVPLe","8NyZG","27","14","80","29","91","48"
"yO0NBrlntF","RqiVy","5","78","2","49","50","36"
"JOhhNQ5yFk","L5LUd","49","1","34","98","57","47"
"3Uf9n5TzlU","Cy25G","98","76","69","50","17","62"
"FYc8MJSNlM","ETb6L","71","47","45","47","51","52"
"0S7DPkScmC","uoZjT","31","94","94","40","28","57"
"kLuuAfagGS","T3WX4","2","2","47","55","61","33"
"6QJyJo7fIc","z6ogS","45","94","92","37","52","64"
"85idXF7ntq","Z63hQ","12","54","78","90","33","53"
"vN0gl2rol3","qEczU","92","83","53","95","94","83"
"RerdEFajcI","0B3VC","49","7","45","24","80","41"
"luFsr8smaF","QrhI7","70","62","87","57","12","57"
"P3sMpKsxoA","WBD3a","2","64","72","56","15","41"
"E2W2tSHWWh","bYGKT","87","33","46","94","14","54"
"BPH5sk9RW4","eG5qc","67","21","51","14","67","44"
"xZ6uO4lbny","TyxfO","28","13","69","30","67","41"
"IkaVc3UbGJ","Cpypz","78","70","100","56","3","61"
"4CyVBGWQGe","kD0aB","52","35","28","53","82","50"
"IjSTuPS90z","SSp40","51","67","77","47","48","58"
"4vaFMFRzxv","mgvHz","100","26","86","42","59","62"
"15hxkgxibk","1WfZJ","48","12","14","9","80","32"
"WHcSez7prc","PBPOP","8","5","95","88","10","41"
"Sbx7LXBTLq","2sgsm","35","53","72","68","59","57"
"dUJ75xQcID","FkhQa","67","50","91","54","83","69"
"2oraH8G0iS","foZpj","19","95","7","26","96","48"
"yPBKOGP9BC","nTGyj","31","92","55","35","58","54"
"1ftPAdqU41","1jNQc","79","99","46","66","73","72"
"YdmUhXD4ni","3tSM5","25","69","69","93","4","52"
"l48ClhkyMK","WoxQh","11","82","60","31","88","54"
"3oIjs1ZamY","Xdf3v","63","40","63","75","3","48"
"E5lk2TfQgC","iv4MT","80","68","17","62","56","56"
"by56WJmcd1","PhaW8","75","24","44","68","75","57"
"WhedQqUeDe","bI2z4","21","35","50","77","33","43"
"IBTft6QhRQ","axzIQ","40","45","60","7","63","43"
"iLMcLG9fys","kRxAj","52","70","41","15","100","55"
"qSjTPb0O29","YaTlY","39","66","18","74","89","57"
"DYzeU4eoxv","UNNFY","83","31","58","1","32","41"
"VCsXLQlql8","TcmTP","81","63","83","34","52","62"
"yeM4eckEg1","LgoOn","25","60","55","89","89","63"
"6aKauE6I4k","T97Ju","76","73","8","10","39","41"
"hZJKciS8zC","BLY3o","64","16","26","77","24","41"
"WnjoZfZ3jf","JUulG","65","3","87","88","90","66"
"c6PLAQHYqx","uJGms","8","7","4","40","56","23"
"aslUvUY3i3","FL2J9","6","98","17","90","10","44"
"uVUAznG9gl","n2gnm","65","47","9","92","30","48"
"qt6SMf3xFI","C9v6J","89","89","26","77","52","66"
"X3ZgQtO6cN","prXMC","81","68","98","71","59","75"
"eblce8SpfO","jAb5c","37","87","90","67","72","70"
"0S619eGq2o","KxIbM","58","61","86","36","37","55"
"AIsIzqfJFu","rDdhi","9","92","50","67","61","55"
"gxO1DBADAg","DrM5y","43","22","26","98","44","46"
"exi3kVv6Hr","D7NQO","9","12","10","57","9","19"
"yHe83LcVVc","gjc8Y","21","36","65","19","2","28"
"3IHWqTLC9W","I0sxt","61","35","64","85","29","54"
"MgfWqeeJ8f","sd1Qo","95","16","19","81","43","50"
"t72FGJxVW7","1eKq8","27","89","89","65","61","66"
"ufEjYdp7F1","hWdu5","13","86","44","77","2","44"
"CjzNHXGRoo","dNVkk","62","80","1","59","36","47"
"OVvP9t4nVA","c6ENl","77","69","73","82","46","69"
"erWI5lh7Zk","YPH4h","22","5","78","12","81","39"
"Siz9j8SAhO","plnzL","50","32","66","30","97","55"
"yTBlo3XDfl","Lq5X1","95","65","56","73","61","70"
"vCFCmzyDgj","hxvBS","36","85","94","75","11","60"
"JWS3oVILdB","nfHI8","99","29","91","84","15","63"
"f8XyayIsIq","0c3or","17","26","28","23","41","27"
"CutTDoBkYf","Wvckf","80","38","32","71","43","52"
"6CjTPA681V","kWBiZ","52","26","37","78","55","49"
"KGzjqTok0m","xMUrb","5","34","41","44","9","26"
"R1goXFNT6o","t1Qxe","83","37","95","9","19","48"
"0VQqJYpyl1","QnspL","14","47","56","68","11","39"
"CO9fG0hPsr","MMePZ","97","0","53","57","71","55"
"rCEYgxLIUp","aV4Bd","98","2","86","3","13","40"
"KmBaTMqne7","EzcWe","51","91","48","26","15","46"
"MFcVd75Nn6","2E8z5","9","10","95","7","29","30"
"RxiWUvFSLg","80O5o","46","1","15","34","36","26"
"3B0ljptoEr","YSOYP","23","47","92","40","33","47"
"5BNfVP41pJ","RaP0t","9","82","57","11","7","33"
"bJsINzMJoa","h50up","95","53","47","28","8","46"
"WTMkqN1I7G","YJqoc","26","60","80","72","41","55"
"vQZ4UsWeLk","5CP36","96","2","3","69","74","48"
"xUVhNWEUBc","3fcOn","24","28","85","8","6","30"
"ufkCVZS4Lt","xIEaC","20","21","44","87","46","43"
"REDLAHjlme","uh1hi","16","63","5","67","8","31"
"8fMvyS266o","jeXfO","94","46","42","74","27","56"
"FCGYlOP83k","VIZfF","26","10","95","16","12","31"
"Wendu9xMLQ","N039m","18","66","6","73","27","38"
"HDc74cZNmR","QCxzr","82","69","17","13","43","44"
"i6DvzFSlRr","dWW4Z","48","86","88","81","56","71"
"Cp9621T55L","AGtFV","39","35","16","30","16","27"
"RN2Uaodbog","8f85B","74","0","20","92","50","47"
"Wv8MsVXOHC","ZUp5d","66","97","31","85","56","67"
"UEqiHbXavS","KkhpW","56","69","8","2","18","30"
